1,0,0+1i,0+1i,here: ,1
1,1,1+0i,0+1i,here: ,1
1,2,1+1i,0+1i,here: ,1
1,3,0+2i,0+1i,here: ,1
1,4,2+0i,0+1i,here: ,1
1,5,1+2i,0+1i,here: ,1
1,6,2+1i,0+1i,here: ,1
1,7,2+2i,0+1i,here: ,1
1,8,0+3i,0+1i,here: ,1
1,9,3+0i,0+1i,here: ,1
1,10,1+3i,0+1i,here: ,1
1,11,3+1i,0+1i,here: ,1
1,12,2+3i,0+1i,here: ,1
1,13,3+2i,0+1i,here: ,1
1,14,0+4i,0+1i,here: ,1
1,15,4+0i,0+1i,here: ,1
1,16,1+4i,0+1i,here: ,1
1,17,4+1i,0+1i,here: ,1
1,18,3+3i,0+1i,here: ,1
1,19,2+4i,0+1i,here: ,1
1,20,4+2i,0+1i,here: ,1
1,21,0+5i,0+1i,here: ,1
1,22,3+4i,0+1i,here: ,1
1,23,4+3i,0+1i,here: ,1
1,24,5+0i,0+1i,here: ,1
1,25,1+5i,0+1i,here: ,1
1,26,5+1i,0+1i,here: ,1
1,27,2+5i,0+1i,here: ,1
1,28,5+2i,0+1i,here: ,1
1,29,4+4i,0+1i,here: ,1
1,30,3+5i,0+1i,here: ,1
1,31,5+3i,0+1i,here: ,1
1,32,0+6i,0+1i,here: ,1
1,33,6+0i,0+1i,here: ,1
1,34,1+6i,0+1i,here: ,1
1,35,6+1i,0+1i,here: ,1
1,36,2+6i,0+1i,here: ,1
1,37,6+2i,0+1i,here: ,1
1,38,4+5i,0+1i,here: ,1
1,39,5+4i,0+1i,here: ,1
1,40,3+6i,0+1i,here: ,1
1,41,6+3i,0+1i,here: ,1
1,42,0+7i,0+1i,here: ,1
1,43,7+0i,0+1i,here: ,1
1,44,1+7i,0+1i,here: ,1
1,45,5+5i,0+1i,here: ,1
1,46,7+1i,0+1i,here: ,1
1,47,4+6i,0+1i,here: ,1
1,48,6+4i,0+1i,here: ,1
1,49,2+7i,0+1i,here: ,1
1,50,7+2i,0+1i,here: ,1
1,51,3+7i,0+1i,here: ,1
1,52,7+3i,0+1i,here: ,1
1,53,5+6i,0+1i,here: ,1
1,54,6+5i,0+1i,here: ,1
1,55,0+8i,0+1i,here: ,1
1,56,8+0i,0+1i,here: ,1
1,57,1+8i,0+1i,here: ,1
1,58,4+7i,0+1i,here: ,1
1,59,7+4i,0+1i,here: ,1
1,60,8+1i,0+1i,here: ,1
1,61,2+8i,0+1i,here: ,1
1,62,8+2i,0+1i,here: ,1
1,63,6+6i,0+1i,here: ,1
1,64,3+8i,0+1i,here: ,1
1,65,8+3i,0+1i,here: ,1
1,66,5+7i,0+1i,here: ,1
1,67,7+5i,0+1i,here: ,1
1,68,4+8i,0+1i,here: ,1
1,69,8+4i,0+1i,here: ,1
1,70,0+9i,0+1i,here: ,1
1,71,9+0i,0+1i,here: ,1
1,72,1+9i,0+1i,here: ,1
1,73,9+1i,0+1i,here: ,1
1,74,2+9i,0+1i,here: ,1
1,75,6+7i,0+1i,here: ,1
1,76,7+6i,0+1i,here: ,1
1,77,9+2i,0+1i,here: ,1
1,78,5+8i,0+1i,here: ,1
1,79,8+5i,0+1i,here: ,1
1,80,3+9i,0+1i,here: ,1
1,81,9+3i,0+1i,here: ,1
1,82,4+9i,0+1i,here: ,1
1,83,9+4i,0+1i,here: ,1
1,84,7+7i,0+1i,here: ,1
1,85,0+10i,0+1i,here: ,1
1,86,6+8i,0+1i,here: ,1
1,87,8+6i,0+1i,here: ,1
1,88,10+0i,0+1i,here: ,1
